product_id,product_name,slug,turbosquid_url,referral_url,price,sales_qty,estimated_revenue,recent_sales,downloads,full_previews,shopping_carts,days_in_sales,certification,category,subcategory,industries,use_cases,seo_keywords,priority_score,is_top_model,image_url
1260746,Paper Boat,paper-boat-1260746,https://www.turbosquid.com/3d-models/paper-boat-1260746,https://www.turbosquid.com/3d-models/paper-boat-1260746?referral=3d_molier-studio,19.0,88.0,1672.0,18.0,89.0,3563.0,121.0,2951.0,CheckMate Lite/Pro,Ships,Boat,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,paper boat 3d model|ship 3d model|boat 3d model|vessel 3d model,0.206478,True,https://static.turbosquid.com/Preview/001260/746/Paper-Boat_D_Main.jpg
997299,RQ-4 Global Hawk UAV,rq-4-global-hawk-uav-997299,https://www.turbosquid.com/3d-models/rq-4-global-hawk-uav-997299,https://www.turbosquid.com/3d-models/rq-4-global-hawk-uav-997299?referral=3d_molier-studio,139.0,38.0,5282.0,4.0,46.0,5372.0,59.0,3725.0,CheckMate Lite/Pro,Aircraft,Uav,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,rq-4 global hawk uav 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.163263,True,https://static.turbosquid.com/Preview/000997/299/Rq-4-Global-Hawk-Uav_D_Main.jpg
1192834,URAL 4320 Truck Off Road 6x6 Vehicle,ural-4320-truck-off-road-6x6-vehicle-1192834,https://www.turbosquid.com/3d-models/ural-4320-truck-off-road-6x6-vehicle-1192834,https://www.turbosquid.com/3d-models/ural-4320-truck-off-road-6x6-vehicle-1192834?referral=3d_molier-studio,149.0,10.0,1490.0,2.0,10.0,6567.0,25.0,3151.0,CheckMate Lite/Pro,Vehicles,Truck,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,ural 4320 truck off 3d model|vehicle 3d model|car 3d model|ural 4320 truck off for games,0.137845,True,https://static.turbosquid.com/Preview/001192/834/Ural-4320-Truck-Off-Road-6x6-Vehicle_D_Main.jpg
1192842,Military Truck URAL 4320 Russian,military-truck-ural-4320-russian-1192842,https://www.turbosquid.com/3d-models/military-truck-ural-4320-russian-1192842,https://www.turbosquid.com/3d-models/military-truck-ural-4320-russian-1192842?referral=3d_molier-studio,149.0,13.0,1937.0,3.0,17.0,5220.0,25.0,3151.0,CheckMate Lite/Pro,Military Vehicles,Military Truck,Military / Defense|Games|Film & Video Production|Simulation,military simulation|game environments|film production|defense training,military truck ural 4320 3d model|military vehicle 3d model|military 3d model|tank 3d model,0.140958,True,https://static.turbosquid.com/Preview/001192/842/Military-Truck-Ural-4320-Russian_D_Main.jpg
1138907,Grass Fields 3D Models Collection 3,grass-fields-3d-models-collection-3-1138907,https://www.turbosquid.com/3d-models/grass-fields-3d-models-collection-3-1138907,https://www.turbosquid.com/3d-models/grass-fields-3d-models-collection-3-1138907?referral=3d_molier-studio,29.0,47.0,1363.0,23.0,59.0,1282.0,64.0,3299.0,CheckMate Lite/Pro,Nature & Plants,Grass,Architecture|Film & Video Production|Games|Virtual Reality,architecture visualization|film production|game environments|VR experiences,grass fields 3d models 3d model|plant 3d model|nature 3d model|tree 3d model,0.139756,True,https://static.turbosquid.com/Preview/001138/907/Grass-Fields-3d-Models-Collection-3_D_Main.jpg
1832682,Modern Office Building Night Glow,modern-office-building-night-glow-1832682,https://www.turbosquid.com/3d-models/modern-office-building-night-glow-1832682,https://www.turbosquid.com/3d-models/modern-office-building-night-glow-1832682?referral=3d_molier-studio,149.0,13.0,1937.0,7.0,20.0,1391.0,21.0,1557.0,CheckMate Lite/Pro,Architecture Landmarks,Office Building,Architecture|Event Management|Advertising|Virtual Reality|Games,architecture visualization|event visualization|VR experiences|advertising|game environments,modern office building night 3d model|architecture 3d model|building 3d model|landmark 3d model,0.14487,True,https://static.turbosquid.com/Preview/001832/682/Modern-Office-Building-Night-Glow_D_Main.jpg
1100963,Light Helicopter Robinson R44 Raven II,light-helicopter-robinson-r44-raven-ii-1100963,https://www.turbosquid.com/3d-models/light-helicopter-robinson-r44-raven-ii-1100963,https://www.turbosquid.com/3d-models/light-helicopter-robinson-r44-raven-ii-1100963?referral=3d_molier-studio,129.0,17.0,2193.0,2.0,23.0,2096.0,21.0,3401.0,CheckMate Lite/Pro,Aircraft,Helicopter,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,light helicopter robinson r44 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.139737,True,https://static.turbosquid.com/Preview/001100/963/Light-Helicopter-Robinson-R44-Raven-Ii_D_Main.jpg
1100977,Light Helicopter Robinson R44 Raven II Rigged,light-helicopter-robinson-r44-raven-ii-rigged-1100977,https://www.turbosquid.com/3d-models/light-helicopter-robinson-r44-raven-ii-rigged-1100977,https://www.turbosquid.com/3d-models/light-helicopter-robinson-r44-raven-ii-rigged-1100977?referral=3d_molier-studio,149.0,15.0,2235.0,4.0,17.0,4427.0,22.0,3401.0,CheckMate Lite/Pro,Aircraft,Helicopter,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,light helicopter robinson r44 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.143435,True,https://static.turbosquid.com/Preview/001100/977/Light-Helicopter-Robinson-R44-Raven-Ii-Rigged_D_Main.jpg
1284686,Graduation Cap with Tassel,graduation-cap-with-tassel-1284686,https://www.turbosquid.com/3d-models/graduation-cap-with-tassel-1284686,https://www.turbosquid.com/3d-models/graduation-cap-with-tassel-1284686?referral=3d_molier-studio,29.0,80.0,2320.0,9.0,93.0,2819.0,87.0,2885.0,CheckMate Lite/Pro,Clothing & Accessories,Cap,Advertising|Film & Video Production|Games|Virtual Reality,product advertising|fashion visualization|game assets|film production,graduation cap with tassel 3d model|clothing 3d model|accessory 3d model|graduation cap with tassel for advertising,0.137766,True,https://static.turbosquid.com/Preview/001284/686/Graduation-Cap-With-Tassel_D_Main.jpg
1393901,AGM UGM RGM 84 Harpoon Anti Ship Missile,agm-ugm-rgm-84-harpoon-anti-ship-missile-1393901,https://www.turbosquid.com/3d-models/agm-ugm-rgm-84-harpoon-anti-ship-missile-1393901,https://www.turbosquid.com/3d-models/agm-ugm-rgm-84-harpoon-anti-ship-missile-1393901?referral=3d_molier-studio,49.0,20.0,980.0,4.0,24.0,2632.0,37.0,2556.0,CheckMate Lite/Pro,Ships,Ship,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,agm ugm rgm 84 3d model|ship 3d model|boat 3d model|vessel 3d model,0.143508,True,https://static.turbosquid.com/Preview/001393/901/Agm-Ugm-Rgm-84-Harpoon-Anti-Ship-Missile_D_Main.jpg
1394292,MK 141 Launching System RGM With Harpoon Anti Ship Missile,mk-141-launching-system-rgm-with-harpoon-anti-ship-missile-1394292,https://www.turbosquid.com/3d-models/mk-141-launching-system-rgm-with-harpoon-anti-ship-missile-1394292,https://www.turbosquid.com/3d-models/mk-141-launching-system-rgm-with-harpoon-anti-ship-missile-1394292?referral=3d_molier-studio,119.0,17.0,2023.0,2.0,20.0,2479.0,31.0,2555.0,CheckMate Lite/Pro,Ships,Ship,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,mk 141 launching system 3d model|ship 3d model|boat 3d model|vessel 3d model,0.140286,True,https://static.turbosquid.com/Preview/001394/292/Mk-141-Launching-System-Rgm-With-Harpoon-Anti-Ship-Missile_D_Main.jpg
1214493,Toilet Classic White,toilet-classic-white-1214493,https://www.turbosquid.com/3d-models/toilet-classic-white-1214493,https://www.turbosquid.com/3d-models/toilet-classic-white-1214493?referral=3d_molier-studio,39.0,95.0,3705.0,21.0,111.0,6555.0,186.0,3089.0,CheckMate Lite/Pro,Furniture & Interior,Toilet,Architecture|Advertising|Film & Video Production|Games,interior design visualization|advertising|architecture presentation|game environments,toilet classic white 3d model|furniture 3d model|interior 3d model|toilet classic white for visualization,0.175337,True,https://static.turbosquid.com/Preview/001214/493/Toilet-Classic-White_D_Main.jpg
1112765,Ford Police Interceptor Unit 2016 Simple Interior,ford-police-interceptor-unit-2016-simple-interior-1112765,https://www.turbosquid.com/3d-models/ford-police-interceptor-unit-2016-simple-interior-1112765,https://www.turbosquid.com/3d-models/ford-police-interceptor-unit-2016-simple-interior-1112765?referral=3d_molier-studio,99.0,39.0,3861.0,1.0,32.0,5485.0,92.0,3366.0,CheckMate Lite/Pro,Vehicles,Ford,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,ford police interceptor unit 3d model|vehicle 3d model|car 3d model|ford police interceptor unit for games,0.158533,True,https://static.turbosquid.com/Preview/001112/765/Ford-Police-Interceptor-Unit-2016-Simple-Interior_D_Main.jpg
1119754,Ford Police Interceptor Unit 2016 Rigged,ford-police-interceptor-unit-2016-rigged-1119754,https://www.turbosquid.com/3d-models/ford-police-interceptor-unit-2016-rigged-1119754,https://www.turbosquid.com/3d-models/ford-police-interceptor-unit-2016-rigged-1119754?referral=3d_molier-studio,149.0,17.0,2533.0,3.0,29.0,3694.0,51.0,3345.0,CheckMate Lite/Pro,Vehicles,Ford,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,ford police interceptor unit 3d model|vehicle 3d model|car 3d model|ford police interceptor unit for games,0.144802,True,https://static.turbosquid.com/Preview/001119/754/Ford-Police-Interceptor-Unit-2016-Rigged_D_Main.jpg
1439281,Tunnel Boring Machine,tunnel-boring-machine-1439281,https://www.turbosquid.com/3d-models/tunnel-boring-machine-1439281,https://www.turbosquid.com/3d-models/tunnel-boring-machine-1439281?referral=3d_molier-studio,149.0,52.0,7748.0,15.0,71.0,5762.0,99.0,2416.0,CheckMate Lite/Pro,Other,,Film & Video Production|Advertising|Graphics Multimedia and Web Design,visualization|advertising|3D printing|film production,tunnel boring machine 3d model|3d model download|tunnel boring machine turbosquid,0.146021,True,https://static.turbosquid.com/Preview/001439/281/Tunnel-Boring-Machine_D_Main.jpg
1443792,Frigate Admiral Gorshkov Project 22350 Rigged,frigate-admiral-gorshkov-project-22350-rigged-1443792,https://www.turbosquid.com/3d-models/frigate-admiral-gorshkov-project-22350-rigged-1443792,https://www.turbosquid.com/3d-models/frigate-admiral-gorshkov-project-22350-rigged-1443792?referral=3d_molier-studio,249.0,12.0,2988.0,1.0,21.0,6004.0,18.0,2402.0,CheckMate Lite/Pro,Military Vehicles,Frigate,Military / Defense|Games|Film & Video Production|Simulation,military simulation|game environments|film production|defense training,frigate admiral gorshkov project 3d model|military vehicle 3d model|military 3d model|tank 3d model,0.139213,True,https://static.turbosquid.com/Preview/001443/792/Frigate-Admiral-Gorshkov-Project-22350-Rigged_D_Main.jpg
1446956,Russian Frigate Admiral Gorshkov,russian-frigate-admiral-gorshkov-1446956,https://www.turbosquid.com/3d-models/russian-frigate-admiral-gorshkov-1446956,https://www.turbosquid.com/3d-models/russian-frigate-admiral-gorshkov-1446956?referral=3d_molier-studio,249.0,19.0,4731.0,4.0,31.0,6985.0,35.0,2394.0,CheckMate Lite/Pro,Military Vehicles,Frigate,Military / Defense|Games|Film & Video Production|Simulation,military simulation|game environments|film production|defense training,russian frigate admiral gorshkov 3d model|military vehicle 3d model|military 3d model|tank 3d model,0.152303,True,https://static.turbosquid.com/Preview/001446/956/Russian-Frigate-Admiral-Gorshkov_D_Main.jpg
982317,Centipede Warm Season Grass,centipede-warm-season-grass-982317,https://www.turbosquid.com/3d-models/centipede-warm-season-grass-982317,https://www.turbosquid.com/3d-models/centipede-warm-season-grass-982317?referral=3d_molier-studio,29.0,229.0,6641.0,18.0,309.0,11429.0,403.0,3775.0,StemCell,Nature & Plants,Grass,Architecture|Film & Video Production|Games|Virtual Reality,architecture visualization|film production|game environments|VR experiences,centipede warm season grass 3d model|plant 3d model|nature 3d model|tree 3d model,0.243558,True,https://static.turbosquid.com/Preview/000982/317/Centipede-Warm-Season-Grass_D_Main.jpg
1048691,Mountain Bike Generic 2,mountain-bike-generic-2-1048691,https://www.turbosquid.com/3d-models/mountain-bike-generic-2-1048691,https://www.turbosquid.com/3d-models/mountain-bike-generic-2-1048691?referral=3d_molier-studio,149.0,32.0,4768.0,9.0,36.0,2713.0,44.0,3570.0,CheckMate Lite/Pro,Vehicles,Bike,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,mountain bike generic 2 3d model|vehicle 3d model|car 3d model|mountain bike generic 2 for games,0.164847,True,https://static.turbosquid.com/Preview/001048/691/Mountain-Bike-Generic-2_D_Main.jpg
1050445,Mountain Bike Black,mountain-bike-black-1050445,https://www.turbosquid.com/3d-models/mountain-bike-black-1050445,https://www.turbosquid.com/3d-models/mountain-bike-black-1050445?referral=3d_molier-studio,129.0,18.0,2322.0,1.0,18.0,1648.0,24.0,3563.0,CheckMate Lite/Pro,Vehicles,Bike,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,mountain bike black 3d model|vehicle 3d model|car 3d model|mountain bike black for games,0.138803,True,https://static.turbosquid.com/Preview/001050/445/Mountain-Bike-Black_D_Main.jpg
1845824,NASA Ingenuity Mars Helicopter Dusty,nasa-ingenuity-mars-helicopter-dusty-1845824,https://www.turbosquid.com/3d-models/nasa-ingenuity-mars-helicopter-dusty-1845824,https://www.turbosquid.com/3d-models/nasa-ingenuity-mars-helicopter-dusty-1845824?referral=3d_molier-studio,39.0,11.0,429.0,9.0,15.0,624.0,14.0,1527.0,CheckMate Lite/Pro,Aircraft,Helicopter,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,nasa ingenuity mars helicopter 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.143413,True,https://static.turbosquid.com/Preview/001845/824/Nasa-Ingenuity-Mars-Helicopter-Dusty_D_Main.jpg
1289097,Horse Living Quarters Trailer,horse-living-quarters-trailer-1289097,https://www.turbosquid.com/3d-models/horse-living-quarters-trailer-1289097,https://www.turbosquid.com/3d-models/horse-living-quarters-trailer-1289097?referral=3d_molier-studio,89.0,14.0,1246.0,4.0,16.0,908.0,22.0,2872.0,CheckMate Lite/Pro,Vehicles,Trailer,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,horse living quarters trailer 3d model|vehicle 3d model|car 3d model|horse living quarters trailer for games,0.139088,True,https://static.turbosquid.com/Preview/001289/097/Horse-Living-Quarters-Trailer_D_Main.jpg
1645933,Human Ear Anatomy Structure,human-ear-anatomy-structure-1645933,https://www.turbosquid.com/3d-models/human-ear-anatomy-structure-1645933,https://www.turbosquid.com/3d-models/human-ear-anatomy-structure-1645933?referral=3d_molier-studio,99.0,27.0,2673.0,14.0,34.0,9501.0,44.0,1972.0,CheckMate Lite/Pro,Medical,Anatomy,Medical|Software Development|Virtual Reality|Film & Video Production,medical education|training simulation|VR experiences|healthcare presentation,human ear anatomy structure 3d model|medical 3d model|anatomy 3d model|healthcare 3d model,0.170443,True,https://static.turbosquid.com/Preview/001645/933/Human-Ear-Anatomy-Structure_D_Main.jpg
969529,MTA New York City Bus Q53,mta-new-york-city-bus-q53-969529,https://www.turbosquid.com/3d-models/mta-new-york-city-bus-q53-969529,https://www.turbosquid.com/3d-models/mta-new-york-city-bus-q53-969529?referral=3d_molier-studio,129.0,61.0,7869.0,6.0,92.0,8666.0,112.0,3821.0,CheckMate Lite/Pro,Vehicles,Bus,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,mta new york city 3d model|vehicle 3d model|car 3d model|mta new york city for games,0.187821,True,https://static.turbosquid.com/Preview/000969/529/Mta-New-York-City-Bus-Q53_D_Main.jpg
1530480,Sport Sedan Generic,sport-sedan-generic-1530480,https://www.turbosquid.com/3d-models/sport-sedan-generic-1530480,https://www.turbosquid.com/3d-models/sport-sedan-generic-1530480?referral=3d_molier-studio,149.0,65.0,9685.0,23.0,79.0,3123.0,108.0,2199.0,CheckMate Lite/Pro,Vehicles,Sedan,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,sport sedan generic 3d model|vehicle 3d model|car 3d model|sport sedan generic for games,0.216791,True,https://static.turbosquid.com/Preview/001530/480/Sport-Sedan-Generic_D_Main.jpg
1000546,School Bus 2 Simple Interior,school-bus-2-simple-interior-1000546,https://www.turbosquid.com/3d-models/school-bus-2-simple-interior-1000546,https://www.turbosquid.com/3d-models/school-bus-2-simple-interior-1000546?referral=3d_molier-studio,79.0,30.0,2370.0,3.0,36.0,2839.0,41.0,3716.0,CheckMate Lite/Pro,Vehicles,Bus,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,school bus 2 simple 3d model|vehicle 3d model|car 3d model|school bus 2 simple for games,0.149761,True,https://static.turbosquid.com/Preview/001000/546/School-Bus-2-Simple-Interior_D_Main.jpg
2092083,Hybrid Orchid Vanilla with Vanilla Sticks,hybrid-orchid-vanilla-with-vanilla-sticks-2092083,https://www.turbosquid.com/3d-models/hybrid-orchid-vanilla-with-vanilla-sticks-2092083,https://www.turbosquid.com/3d-models/hybrid-orchid-vanilla-with-vanilla-sticks-2092083?referral=3d_molier-studio,39.0,60.0,2340.0,53.0,69.0,1035.0,75.0,1003.0,CheckMate Lite/Pro,Nature & Plants,Orchid,Architecture|Film & Video Production|Games|Virtual Reality,architecture visualization|film production|game environments|VR experiences,hybrid orchid vanilla with 3d model|plant 3d model|nature 3d model|tree 3d model,0.19638,True,https://static.turbosquid.com/Preview/002092/083/Hybrid-Orchid-Vanilla-With-Vanilla-Sticks_D_Main.jpg
1215948,Plumeria Exotic Flower,plumeria-exotic-flower-1215948,https://www.turbosquid.com/3d-models/plumeria-exotic-flower-1215948,https://www.turbosquid.com/3d-models/plumeria-exotic-flower-1215948?referral=3d_molier-studio,19.0,105.0,1995.0,19.0,122.0,5736.0,142.0,3084.0,StemCell,Nature & Plants,Flower,Architecture|Film & Video Production|Games|Virtual Reality,architecture visualization|film production|game environments|VR experiences,plumeria exotic flower 3d model|plant 3d model|nature 3d model|tree 3d model,0.155629,True,https://static.turbosquid.com/Preview/001215/948/Plumeria-Exotic-Flower_D_Main.jpg
1217827,Plumeria Flower Collection,plumeria-flower-collection-1217827,https://www.turbosquid.com/3d-models/plumeria-flower-collection-1217827,https://www.turbosquid.com/3d-models/plumeria-flower-collection-1217827?referral=3d_molier-studio,29.0,90.0,2610.0,17.0,106.0,5473.0,128.0,3078.0,CheckMate Lite/Pro,Nature & Plants,Flower,Architecture|Film & Video Production|Games|Virtual Reality,architecture visualization|film production|game environments|VR experiences,plumeria flower collection 3d model|plant 3d model|nature 3d model|tree 3d model,0.160143,True,https://static.turbosquid.com/Preview/001217/827/Plumeria-Flower-Collection_D_Main.jpg
1217829,Plumeria Yellow Tropical Flower Hawaiian Lei,plumeria-yellow-tropical-flower-hawaiian-lei-1217829,https://www.turbosquid.com/3d-models/plumeria-yellow-tropical-flower-hawaiian-lei-1217829,https://www.turbosquid.com/3d-models/plumeria-yellow-tropical-flower-hawaiian-lei-1217829?referral=3d_molier-studio,19.0,85.0,1615.0,23.0,120.0,2247.0,119.0,3078.0,StemCell,Nature & Plants,Flower,Architecture|Film & Video Production|Games|Virtual Reality,architecture visualization|film production|game environments|VR experiences,plumeria yellow tropical flower 3d model|plant 3d model|nature 3d model|tree 3d model,0.147987,True,https://static.turbosquid.com/Preview/001217/829/Plumeria-Yellow-Tropical-Flower-Hawaiian-Lei_D_Main.jpg
1459211,Motorcycle Helmet Bell,motorcycle-helmet-bell-1459211,https://www.turbosquid.com/3d-models/motorcycle-helmet-bell-1459211,https://www.turbosquid.com/3d-models/motorcycle-helmet-bell-1459211?referral=3d_molier-studio,39.0,21.0,819.0,5.0,27.0,1208.0,28.0,2365.0,CheckMate Lite/Pro,Vehicles,Motorcycle,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,motorcycle helmet bell 3d model|vehicle 3d model|car 3d model|motorcycle helmet bell for games,0.143899,True,https://static.turbosquid.com/Preview/001459/211/Motorcycle-Helmet-Bell_D_Main.jpg
1463076,Bell Motorcycle Helmet,bell-motorcycle-helmet-1463076,https://www.turbosquid.com/3d-models/bell-motorcycle-helmet-1463076,https://www.turbosquid.com/3d-models/bell-motorcycle-helmet-1463076?referral=3d_molier-studio,49.0,43.0,2107.0,8.0,53.0,1753.0,61.0,2354.0,CheckMate Lite/Pro,Vehicles,Motorcycle,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,bell motorcycle helmet 3d model|vehicle 3d model|car 3d model|bell motorcycle helmet for games,0.164302,True,https://static.turbosquid.com/Preview/001463/076/Bell-Motorcycle-Helmet_D_Main.jpg
1313942,Random Lego Bricks,random-lego-bricks-1313942,https://www.turbosquid.com/3d-models/random-lego-bricks-1313942,https://www.turbosquid.com/3d-models/random-lego-bricks-1313942?referral=3d_molier-studio,24.0,76.0,1824.0,11.0,90.0,3268.0,103.0,2797.0,CheckMate Lite/Pro,Other,,Film & Video Production|Advertising|Graphics Multimedia and Web Design,visualization|advertising|3D printing|film production,random lego bricks 3d model|3d model download|random lego bricks turbosquid,0.139363,True,https://static.turbosquid.com/Preview/001313/942/Random-Lego-Bricks_D_Main.jpg
1362739,Hydroelectric Dam,hydroelectric-dam-1362739,https://www.turbosquid.com/3d-models/hydroelectric-dam-1362739,https://www.turbosquid.com/3d-models/hydroelectric-dam-1362739?referral=3d_molier-studio,149.0,67.0,9983.0,18.0,101.0,7838.0,115.0,2647.0,CheckMate Lite/Pro,Other,,Film & Video Production|Advertising|Graphics Multimedia and Web Design,visualization|advertising|3D printing|film production,hydroelectric dam 3d model|3d model download|hydroelectric dam turbosquid,0.16452,True,https://static.turbosquid.com/Preview/001362/739/Hydroelectric-Dam_D_Main.jpg
1896205,X-MADIS Anti Drone System,x-madis-anti-drone-system-1896205,https://www.turbosquid.com/3d-models/x-madis-anti-drone-system-1896205,https://www.turbosquid.com/3d-models/x-madis-anti-drone-system-1896205?referral=3d_molier-studio,59.0,26.0,1534.0,16.0,33.0,1876.0,43.0,1422.0,CheckMate Lite/Pro,Aircraft,Drone,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,x-madis anti drone system 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.166573,True,https://static.turbosquid.com/Preview/001896/205/X-Madis-Anti-Drone-System_D_Main.jpg
1926497,Oshkosh M-ATV with X-MADIS Anti Drone System,oshkosh-m-atv-with-x-madis-anti-drone-system-1926497,https://www.turbosquid.com/3d-models/oshkosh-m-atv-with-x-madis-anti-drone-system-1926497,https://www.turbosquid.com/3d-models/oshkosh-m-atv-with-x-madis-anti-drone-system-1926497?referral=3d_molier-studio,169.0,9.0,1521.0,6.0,17.0,1918.0,15.0,1359.0,CheckMate Lite/Pro,Aircraft,Drone,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,oshkosh m-atv with x-madis 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.140463,True,https://static.turbosquid.com/Preview/001926/497/Oshkosh-M-Atv-With-X-Madis-Anti-Drone-System_D_Main.jpg
2160943,Motorcycle Racer with Sport Motorbike,motorcycle-racer-with-sport-motorbike-2160943,https://www.turbosquid.com/3d-models/motorcycle-racer-with-sport-motorbike-2160943,https://www.turbosquid.com/3d-models/motorcycle-racer-with-sport-motorbike-2160943?referral=3d_molier-studio,199.0,6.0,1194.0,6.0,6.0,1991.0,14.0,849.0,CheckMate Lite/Pro,Vehicles,Motorcycle,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,motorcycle racer with sport 3d model|vehicle 3d model|car 3d model|motorcycle racer with sport for games,0.138364,True,https://static.turbosquid.com/Preview/002160/943/Motorcycle-Racer-With-Sport-Motorbike_D_Main.jpg
1118383,Harbour Tug Boat,harbour-tug-boat-1118383,https://www.turbosquid.com/3d-models/harbour-tug-boat-1118383,https://www.turbosquid.com/3d-models/harbour-tug-boat-1118383?referral=3d_molier-studio,99.0,14.0,1386.0,5.0,19.0,1868.0,21.0,3349.0,CheckMate Lite/Pro,Ships,Boat,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,harbour tug boat 3d model|ship 3d model|boat 3d model|vessel 3d model,0.141433,True,https://static.turbosquid.com/Preview/001118/383/Harbour-Tug-Boat_D_Main.jpg
1030893,Small Sailing Yacht,small-sailing-yacht-1030893,https://www.turbosquid.com/3d-models/small-sailing-yacht-1030893,https://www.turbosquid.com/3d-models/small-sailing-yacht-1030893?referral=3d_molier-studio,79.0,31.0,2449.0,5.0,47.0,2134.0,41.0,3628.0,CheckMate Lite/Pro,Ships,Yacht,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,small sailing yacht 3d model|ship 3d model|boat 3d model|vessel 3d model,0.153182,True,https://static.turbosquid.com/Preview/001030/893/Small-Sailing-Yacht_D_Main.jpg
1269460,Electric Kick Scooter,electric-kick-scooter-1269460,https://www.turbosquid.com/3d-models/electric-kick-scooter-1269460,https://www.turbosquid.com/3d-models/electric-kick-scooter-1269460?referral=3d_molier-studio,39.0,34.0,1326.0,1.0,41.0,2000.0,34.0,2932.0,CheckMate Lite/Pro,Vehicles,Scooter,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,electric kick scooter 3d model|vehicle 3d model|car 3d model|electric kick scooter for games,0.145684,True,https://static.turbosquid.com/Preview/001269/460/Electric-Kick-Scooter_D_Main.jpg
1606884,Fishing Boat Trawler,fishing-boat-trawler-1606884,https://www.turbosquid.com/3d-models/fishing-boat-trawler-1606884,https://www.turbosquid.com/3d-models/fishing-boat-trawler-1606884?referral=3d_molier-studio,199.0,8.0,1592.0,7.0,8.0,837.0,16.0,2055.0,CheckMate Lite/Pro,Ships,Boat,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,fishing boat trawler 3d model|ship 3d model|boat 3d model|vessel 3d model,0.141136,True,https://static.turbosquid.com/Preview/001606/884/Fishing-Boat-Trawler_D_Main.jpg
1606885,Fishing Trawler,fishing-trawler-1606885,https://www.turbosquid.com/3d-models/fishing-trawler-1606885,https://www.turbosquid.com/3d-models/fishing-trawler-1606885?referral=3d_molier-studio,199.0,50.0,9950.0,9.0,64.0,6416.0,100.0,2055.0,CheckMate Lite/Pro,Other,,Film & Video Production|Advertising|Graphics Multimedia and Web Design,visualization|advertising|3D printing|film production,fishing trawler 3d model|3d model download|fishing trawler turbosquid,0.139954,True,https://static.turbosquid.com/Preview/001606/885/Fishing-Trawler_D_Main.jpg
1606888,Fishing Vessel,fishing-vessel-1606888,https://www.turbosquid.com/3d-models/fishing-vessel-1606888,https://www.turbosquid.com/3d-models/fishing-vessel-1606888?referral=3d_molier-studio,199.0,21.0,4179.0,6.0,30.0,2431.0,32.0,2055.0,CheckMate Lite/Pro,Ships,Vessel,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,fishing vessel 3d model|ship 3d model|boat 3d model|vessel 3d model,0.152636,True,https://static.turbosquid.com/Preview/001606/888/Fishing-Vessel_D_Main.jpg
